10/24/2015	15:15	17:00	Bubb U6 5	45-U6B-8	45-U6B-20
10/24/2015	15:15	17:00	Bubb U6 6	45-U6B-9	45-U6B-19
10/24/2015	15:15	17:00	Bubb U6 7	45-U6B-10	45-U6B-18
10/24/2015	15:15	17:00	Bubb U6 8	45-U6B-11	45-U6B-17
10/24/2015	15:15	17:00	Bubb U6 9	45-U6B-12	45-U6B-16
10/24/2015	15:15	17:00	Bubb U6 11	45-U6B-13	45-U6B-15
10/24/2015	15:15	17:00	Bubb U6 12	45-U6B-14	45-U6B-22
10/31/2015	15:15	17:00	Bubb U6 1	45-U6B-9	45-U6B-1
10/31/2015	15:15	17:00	Bubb U6 2	45-U6B-8	45-U6B-2
10/31/2015	15:15	17:00	Bubb U6 3	45-U6B-7	45-U6B-3
10/31/2015	15:15	17:00	Bubb U6 4	45-U6B-6	45-U6B-4
10/31/2015	15:15	17:00	Bubb U6 5	45-U6B-22	45-U6B-5
10/31/2015	15:15	17:00	Bubb U6 6	45-U6B-21	45-U6B-10
10/31/2015	15:15	17:00	Bubb U6 7	45-U6B-20	45-U6B-11
10/31/2015	15:15	17:00	Bubb U6 8	45-U6B-19	45-U6B-12
10/31/2015	15:15	17:00	Bubb U6 9	45-U6B-18	45-U6B-13
10/31/2015	15:15	17:00	Bubb U6 11	45-U6B-17	45-U6B-14
10/31/2015	15:15	17:00	Bubb U6 12	45-U6B-16	45-U6B-15
11/7/2015	15:15	17:00	Bubb U6 1	45-U6B-1	45-U6B-12
11/7/2015	15:15	17:00	Bubb U6 2	45-U6B-2	45-U6B-11
11/7/2015	15:15	17:00	Bubb U6 3	45-U6B-3	45-U6B-10
11/7/2015	15:15	17:00	Bubb U6 4	45-U6B-4	45-U6B-9
11/7/2015	15:15	17:00	Bubb U6 5	45-U6B-5	45-U6B-8
11/7/2015	15:15	17:00	Bubb U6 6	45-U6B-6	45-U6B-7
11/7/2015	15:15	17:00	Bubb U6 7	45-U6B-13	45-U6B-21
11/7/2015	15:15	17:00	Bubb U6 8	45-U6B-14	45-U6B-20
11/7/2015	15:15	17:00	Bubb U6 9	45-U6B-15	45-U6B-19
11/7/2015	15:15	17:00	Bubb U6 11	45-U6B-16	45-U6B-18
11/7/2015	15:15	17:00	Bubb U6 12	45-U6B-17	45-U6B-22
11/14/2015	15:15	17:00	Bubb U6 1	45-U6B-1	45-U6B-4
11/14/2015	15:15	17:00	Bubb U6 2	45-U6B-2	45-U6B-3
11/14/2015	15:15	17:00	Bubb U6 3	45-U6B-5	45-U6B-21
11/14/2015	15:15	17:00	Bubb U6 4	45-U6B-6	45-U6B-20
11/14/2015	15:15	17:00	Bubb U6 5	45-U6B-7	45-U6B-19
11/14/2015	15:15	17:00	Bubb U6 6	45-U6B-8	45-U6B-18
11/14/2015	15:15	17:00	Bubb U6 7	45-U6B-9	45-U6B-17
11/14/2015	15:15	17:00	Bubb U6 8	45-U6B-10	45-U6B-16
11/14/2015	15:15	17:00	Bubb U6 9	45-U6B-11	45-U6B-15
11/14/2015	15:15	17:00	Bubb U6 11	45-U6B-12	45-U6B-14
11/14/2015	15:15	17:00	Bubb U6 12	45-U6B-13	45-U6B-22
